,Video_ID,Label,Frame_ID,Dataset,Train
1107,13470,0,youtube_13470_3.jpg,youtube,1.0
4867,09930,1,Deepfakes_09930_2.jpg,Deepfakes,1.0
4406,00100,1,Face2Face_00100_4.jpg,Face2Face,1.0
4134,07050,1,Deepfakes_07050_2.jpg,Deepfakes,1.0
3862,17320,1,Deepfakes_17320.jpg,Deepfakes,1.0
1506,10850,0,actors_10850.jpg,actors,1.0
585,14010,0,actors_14010.jpg,actors,1.0
662,03800,0,youtube_03800_3.jpg,youtube,1.0
3107,06400,1,Deepfakes_06400.jpg,Deepfakes,1.0
4311,13840,1,Deepfakes_13840.jpg,Deepfakes,1.0
2725,12770,0,youtube_12770_5.jpg,youtube,1.0
2223,08570,0,actors_08570_3.jpg,actors,1.0
1427,11440,0,actors_11440_2.jpg,actors,1.0
23,00140,0,youtube_00140_8.jpg,youtube,1.0
4459,06990,1,FaceSwap_06990.jpg,FaceSwap,1.0
1667,05700,0,youtube_05700_2.jpg,youtube,1.0
1805,12130,0,youtube_12130_4.jpg,youtube,1.0
4766,00810,1,Deepfakes_00810_3.jpg,Deepfakes,1.0
4587,06250,1,FaceSwap_06250.jpg,FaceSwap,1.0
369,11450,0,actors_11450_2.jpg,actors,1.0
4288,02200,1,Face2Face_02200.jpg,Face2Face,1.0
2324,05740,0,youtube_05740_7.jpg,youtube,1.0
5425,12650,1,Deepfakes_12650_5.jpg,Deepfakes,1.0
2164,02710,0,youtube_02710_2.jpg,youtube,1.0
2024,12930,0,actors_12930_3.jpg,actors,1.0
4254,06120,1,Face2Face_06120_6.jpg,Face2Face,1.0
171,13620,0,actors_13620_4.jpg,actors,1.0
3998,13920,1,Deepfakes_13920.jpg,Deepfakes,1.0
4895,07240,1,FaceSwap_07240.jpg,FaceSwap,1.0
4888,04410,1,Deepfakes_04410.jpg,Deepfakes,1.0
5452,01770,1,Face2Face_01770.jpg,Face2Face,1.0
1172,06380,0,youtube_06380.jpg,youtube,1.0
4037,14100,1,Deepfakes_14100_4.jpg,Deepfakes,1.0
2213,12690,0,actors_12690_2.jpg,actors,1.0
5721,01160,1,Deepfakes_01160.jpg,Deepfakes,1.0
2743,10510,0,youtube_10510_2.jpg,youtube,1.0
4094,10620,1,FaceShifter_10620.jpg,FaceShifter,1.0
3874,00980,1,Face2Face_00980_7.jpg,Face2Face,1.0
2768,04880,0,youtube_04880_3.jpg,youtube,1.0
4349,01900,1,Deepfakes_01900_7.jpg,Deepfakes,1.0
3144,01840,1,Face2Face_01840.jpg,Face2Face,1.0
2985,08170,0,youtube_08170.jpg,youtube,1.0
241,04000,0,youtube_04000_5.jpg,youtube,1.0
4719,12950,1,deepfakedetection_12950.jpg,deepfakedetection,1.0
3352,04860,1,Deepfakes_04860_4.jpg,Deepfakes,1.0
3200,05910,1,Deepfakes_05910_4.jpg,Deepfakes,1.0
3019,08550,1,Deepfakes_08550_4.jpg,Deepfakes,1.0
4931,10170,1,Deepfakes_10170_3.jpg,Deepfakes,1.0
330,09180,0,actors_09180_3.jpg,actors,1.0
3039,00350,1,Deepfakes_00350_2.jpg,Deepfakes,1.0
4102,06120,1,FaceShifter_06120.jpg,FaceShifter,1.0
4761,13140,1,Deepfakes_13140.jpg,Deepfakes,1.0
1220,05960,0,youtube_05960_7.jpg,youtube,1.0
4135,16510,1,FaceShifter_16510.jpg,FaceShifter,1.0
4882,03270,1,Deepfakes_03270.jpg,Deepfakes,1.0
601,02600,0,actors_02600_3.jpg,actors,1.0
5379,12420,1,deepfakedetection_12420.jpg,deepfakedetection,1.0
1775,07650,0,actors_07650_2.jpg,actors,1.0
591,02550,0,actors_02550_2.jpg,actors,1.0
755,03480,0,youtube_03480_3.jpg,youtube,1.0
3494,13820,1,Deepfakes_13820.jpg,Deepfakes,1.0
3885,00000000250,1,Face2Face_00000000250.jpg,Face2Face,1.0
1106,08400,0,youtube_08400_4.jpg,youtube,1.0
4449,01540,1,Deepfakes_01540.jpg,Deepfakes,1.0
3613,08600,1,deepfakedetection_08600.jpg,deepfakedetection,1.0
4640,04660,1,Face2Face_04660.jpg,Face2Face,1.0
277,00100,0,youtube_00100_2.jpg,youtube,1.0
4008,04980,1,Deepfakes_04980_6.jpg,Deepfakes,1.0
4801,01020,1,Deepfakes_01020.jpg,Deepfakes,1.0
3023,02710,1,Face2Face_02710.jpg,Face2Face,1.0
72,15480,0,actors_15480.jpg,actors,1.0
5302,08840,1,Deepfakes_08840_3.jpg,Deepfakes,1.0
4861,07500,1,Face2Face_07500_2.jpg,Face2Face,1.0
2144,11610,0,youtube_11610_3.jpg,youtube,1.0
1046,13140,0,youtube_13140_2.jpg,youtube,1.0
2621,10140,0,youtube_10140_2.jpg,youtube,1.0
4461,01830,1,FaceShifter_01830.jpg,FaceShifter,1.0
1472,02080,0,youtube_02080_4.jpg,youtube,1.0
2922,10420,0,actors_10420.jpg,actors,1.0
5072,02720,1,Deepfakes_02720.jpg,Deepfakes,1.0
5994,02190,1,Deepfakes_02190.jpg,Deepfakes,1.0
3738,10200,1,FaceShifter_10200.jpg,FaceShifter,1.0
3780,01520,1,Deepfakes_01520_6.jpg,Deepfakes,1.0
4946,01650,1,Deepfakes_01650.jpg,Deepfakes,1.0
5524,17880,1,Face2Face_17880.jpg,Face2Face,1.0
4114,10940,1,Deepfakes_10940_6.jpg,Deepfakes,1.0
4196,00060,1,Face2Face_00060_4.jpg,Face2Face,1.0
1999,12840,0,youtube_12840.jpg,youtube,1.0
4643,05600,1,Deepfakes_05600_8.jpg,Deepfakes,1.0
4376,10130,1,Deepfakes_10130_2.jpg,Deepfakes,1.0
5146,02970,1,Deepfakes_02970_4.jpg,Deepfakes,1.0
5185,11600,1,deepfakedetection_11600.jpg,deepfakedetection,1.0
5439,12230,1,Deepfakes_12230_4.jpg,Deepfakes,1.0
5531,02580,1,Deepfakes_02580_2.jpg,Deepfakes,1.0
2033,05740,0,youtube_05740_2.jpg,youtube,1.0
4334,12170,1,Deepfakes_12170_6.jpg,Deepfakes,1.0
1778,02910,0,youtube_02910.jpg,youtube,1.0
2132,01570,0,youtube_01570_5.jpg,youtube,1.0
4531,11340,1,Deepfakes_11340_3.jpg,Deepfakes,1.0
4485,04710,1,deepfakedetection_04710.jpg,deepfakedetection,1.0
978,11070,0,actors_11070_3.jpg,actors,1.0
4891,09720,1,Deepfakes_09720.jpg,Deepfakes,1.0
297,07650,0,youtube_07650_2.jpg,youtube,1.0
3388,01550,1,Face2Face_01550_3.jpg,Face2Face,1.0
746,03630,0,actors_03630_3.jpg,actors,1.0
4808,01260,1,deepfakedetection_01260.jpg,deepfakedetection,1.0
2370,12080,0,actors_12080_3.jpg,actors,1.0
1657,02400,0,youtube_02400_7.jpg,youtube,1.0
5290,09870,1,FaceShifter_09870.jpg,FaceShifter,1.0
5464,17600,1,Face2Face_17600.jpg,Face2Face,1.0
1432,06200,0,youtube_06200_2.jpg,youtube,1.0
3778,14280,1,Face2Face_14280.jpg,Face2Face,1.0
3463,02210,1,Deepfakes_02210_3.jpg,Deepfakes,1.0
3360,05070,1,Face2Face_05070.jpg,Face2Face,1.0
4904,03680,1,FaceSwap_03680.jpg,FaceSwap,1.0
2507,12040,0,youtube_12040_2.jpg,youtube,1.0
1540,12610,0,youtube_12610.jpg,youtube,1.0
5106,00000006600,1,Face2Face_00000006600.jpg,Face2Face,1.0
877,01200,0,youtube_01200_3.jpg,youtube,1.0
4186,12050,1,Deepfakes_12050.jpg,Deepfakes,1.0
1892,13870,0,actors_13870_4.jpg,actors,1.0
1663,08720,0,actors_08720_3.jpg,actors,1.0
2581,02970,0,youtube_02970_12.jpg,youtube,1.0
4352,05970,1,Deepfakes_05970_4.jpg,Deepfakes,1.0
1601,11840,0,youtube_11840_3.jpg,youtube,1.0
4055,01500,1,Deepfakes_01500_3.jpg,Deepfakes,1.0
5808,13970,1,Deepfakes_13970.jpg,Deepfakes,1.0
474,07790,0,youtube_07790_2.jpg,youtube,1.0
4583,01060,1,Deepfakes_01060_4.jpg,Deepfakes,1.0
3545,12940,1,Deepfakes_12940_6.jpg,Deepfakes,1.0
5021,00220,1,FaceSwap_00220.jpg,FaceSwap,1.0
3878,02870,1,Deepfakes_02870_4.jpg,Deepfakes,1.0
5735,05100,1,FaceShifter_05100.jpg,FaceShifter,1.0
2583,02970,0,youtube_02970_11.jpg,youtube,1.0
2782,12290,0,actors_12290_3.jpg,actors,1.0
3143,17550,1,Face2Face_17550.jpg,Face2Face,1.0
3507,02970,1,FaceShifter_02970.jpg,FaceShifter,1.0
2983,05460,0,youtube_05460_8.jpg,youtube,1.0
2412,14050,0,youtube_14050_5.jpg,youtube,1.0
1811,07750,0,actors_07750_2.jpg,actors,1.0
3905,12710,1,FaceShifter_12710.jpg,FaceShifter,1.0
1195,11080,0,actors_11080.jpg,actors,1.0
10,06560,0,youtube_06560_3.jpg,youtube,1.0
2185,09740,0,actors_09740_3.jpg,actors,1.0
653,04890,0,actors_04890_2.jpg,actors,1.0
1114,04580,0,actors_04580.jpg,actors,1.0
5856,02490,1,Deepfakes_02490_5.jpg,Deepfakes,1.0
63,02090,0,actors_02090_2.jpg,actors,1.0
3884,02540,1,Deepfakes_02540_7.jpg,Deepfakes,1.0
4416,03770,1,Deepfakes_03770_5.jpg,Deepfakes,1.0
1888,01850,0,youtube_01850_7.jpg,youtube,1.0
3162,04050,1,FaceSwap_04050.jpg,FaceSwap,1.0
992,12420,0,youtube_12420.jpg,youtube,1.0
4189,04560,1,Face2Face_04560_2.jpg,Face2Face,1.0
360,04930,0,youtube_04930_2.jpg,youtube,1.0
5899,02740,1,Face2Face_02740_3.jpg,Face2Face,1.0
5667,13190,1,Deepfakes_13190.jpg,Deepfakes,1.0
5663,03650,1,Face2Face_03650_3.jpg,Face2Face,1.0
5824,11810,1,Face2Face_11810.jpg,Face2Face,1.0
2280,02800,0,youtube_02800_6.jpg,youtube,1.0
1049,03630,0,youtube_03630_4.jpg,youtube,1.0
5532,04850,1,Deepfakes_04850_4.jpg,Deepfakes,1.0
111,08260,0,actors_08260.jpg,actors,1.0
568,14060,0,actors_14060_4.jpg,actors,1.0
2955,00200,0,youtube_00200_8.jpg,youtube,1.0
4354,12250,1,Deepfakes_12250_2.jpg,Deepfakes,1.0
3955,07260,1,Face2Face_07260.jpg,Face2Face,1.0
1956,12470,0,youtube_12470.jpg,youtube,1.0
584,01310,0,youtube_01310_6.jpg,youtube,1.0
2540,02260,0,youtube_02260_8.jpg,youtube,1.0
1608,03760,0,actors_03760.jpg,actors,1.0
4197,11640,1,deepfakedetection_11640.jpg,deepfakedetection,1.0
2952,15570,0,youtube_15570.jpg,youtube,1.0
2939,00290,0,youtube_00290_4.jpg,youtube,1.0
4653,00830,1,Face2Face_00830.jpg,Face2Face,1.0
3067,08670,1,Deepfakes_08670_3.jpg,Deepfakes,1.0
805,12710,0,youtube_12710_5.jpg,youtube,1.0
5645,17130,1,FaceShifter_17130.jpg,FaceShifter,1.0
753,00160,0,actors_00160_3.jpg,actors,1.0
5283,12060,1,Deepfakes_12060_3.jpg,Deepfakes,1.0
4593,00990,1,Deepfakes_00990_2.jpg,Deepfakes,1.0
4060,07040,1,Deepfakes_07040_9.jpg,Deepfakes,1.0
397,04000,0,youtube_04000_6.jpg,youtube,1.0
2657,03110,0,youtube_03110_3.jpg,youtube,1.0
4515,06840,1,Deepfakes_06840_5.jpg,Deepfakes,1.0
3544,08740,1,Face2Face_08740.jpg,Face2Face,1.0
5069,09080,1,Deepfakes_09080_4.jpg,Deepfakes,1.0
3510,13820,1,Deepfakes_13820_2.jpg,Deepfakes,1.0
12,00430,0,actors_00430_2.jpg,actors,1.0
4153,13050,1,Deepfakes_13050.jpg,Deepfakes,1.0
5434,09110,1,Deepfakes_09110_3.jpg,Deepfakes,1.0
5275,01980,1,Face2Face_01980_2.jpg,Face2Face,1.0
3548,07050,1,deepfakedetection_07050.jpg,deepfakedetection,1.0
4285,05090,1,Deepfakes_05090_4.jpg,Deepfakes,1.0
3973,06010,1,Face2Face_06010.jpg,Face2Face,1.0
274,06420,0,actors_06420_3.jpg,actors,1.0
500,00880,0,youtube_00880_8.jpg,youtube,1.0
5114,15120,1,FaceShifter_15120.jpg,FaceShifter,1.0
599,09810,0,youtube_09810_3.jpg,youtube,1.0
4877,00650,1,Face2Face_00650_3.jpg,Face2Face,1.0
467,01080,0,youtube_01080_10.jpg,youtube,1.0
2436,13880,0,youtube_13880_2.jpg,youtube,1.0
302,03520,0,actors_03520_2.jpg,actors,1.0
2827,06100,0,youtube_06100_6.jpg,youtube,1.0
539,00250,0,youtube_00250_10.jpg,youtube,1.0
3374,08520,1,Deepfakes_08520_3.jpg,Deepfakes,1.0
2393,09640,0,youtube_09640.jpg,youtube,1.0
2940,07500,0,youtube_07500_2.jpg,youtube,1.0
5057,06710,1,FaceShifter_06710.jpg,FaceShifter,1.0
1930,02080,0,actors_02080_2.jpg,actors,1.0
1662,01180,0,youtube_01180_4.jpg,youtube,1.0
2233,03300,0,actors_03300_2.jpg,actors,1.0
1100,06430,0,youtube_06430_2.jpg,youtube,1.0
5550,00780,1,Face2Face_00780_9.jpg,Face2Face,1.0
5596,04500,1,Deepfakes_04500_3.jpg,Deepfakes,1.0
2833,13150,0,youtube_13150_4.jpg,youtube,1.0
4011,07420,1,Deepfakes_07420_3.jpg,Deepfakes,1.0
3366,05010,1,deepfakedetection_05010.jpg,deepfakedetection,1.0
5334,04580,1,Deepfakes_04580_7.jpg,Deepfakes,1.0
1940,04490,0,actors_04490_3.jpg,actors,1.0
393,13720,0,youtube_13720_2.jpg,youtube,1.0
2801,04150,0,actors_04150_2.jpg,actors,1.0
3036,12120,1,Face2Face_12120.jpg,Face2Face,1.0
3911,05110,1,Deepfakes_05110_5.jpg,Deepfakes,1.0
1776,03910,0,youtube_03910_4.jpg,youtube,1.0
1308,06670,0,actors_06670_4.jpg,actors,1.0
681,12140,0,youtube_12140.jpg,youtube,1.0
5330,00790,1,FaceSwap_00790.jpg,FaceSwap,1.0
4907,00250,1,Deepfakes_00250_4.jpg,Deepfakes,1.0
2401,10920,0,youtube_10920_6.jpg,youtube,1.0
1844,03290,0,youtube_03290_4.jpg,youtube,1.0
3077,05680,1,deepfakedetection_05680.jpg,deepfakedetection,1.0
1243,08020,0,actors_08020.jpg,actors,1.0
3292,16600,1,Deepfakes_16600_2.jpg,Deepfakes,1.0
485,01250,0,youtube_01250_3.jpg,youtube,1.0
5700,09650,1,FaceShifter_09650.jpg,FaceShifter,1.0
3209,02400,1,Face2Face_02400.jpg,Face2Face,1.0
1527,08950,0,youtube_08950_5.jpg,youtube,1.0
3238,00540,1,Deepfakes_00540_7.jpg,Deepfakes,1.0
3919,00050,1,Deepfakes_00050_8.jpg,Deepfakes,1.0
1232,00380,0,youtube_00380.jpg,youtube,1.0
5715,08660,1,Deepfakes_08660_3.jpg,Deepfakes,1.0
2855,00320,0,actors_00320_2.jpg,actors,1.0
327,05460,0,actors_05460_2.jpg,actors,1.0
1685,08990,0,youtube_08990_6.jpg,youtube,1.0
2364,03340,0,youtube_03340_6.jpg,youtube,1.0
2183,06090,0,youtube_06090_4.jpg,youtube,1.0
4575,01270,1,Deepfakes_01270_3.jpg,Deepfakes,1.0
4495,14010,1,Deepfakes_14010_2.jpg,Deepfakes,1.0
2335,02790,0,youtube_02790.jpg,youtube,1.0
5729,05510,1,FaceShifter_05510.jpg,FaceShifter,1.0
4688,06740,1,Deepfakes_06740_6.jpg,Deepfakes,1.0
2074,02560,0,youtube_02560_4.jpg,youtube,1.0
4290,08860,1,Deepfakes_08860_3.jpg,Deepfakes,1.0
22,01570,0,youtube_01570_10.jpg,youtube,1.0
2008,12860,0,youtube_12860_6.jpg,youtube,1.0
938,05750,0,actors_05750_2.jpg,actors,1.0
5371,03080,1,Deepfakes_03080_2.jpg,Deepfakes,1.0
4141,07970,1,deepfakedetection_07970.jpg,deepfakedetection,1.0
213,00780,0,youtube_00780_5.jpg,youtube,1.0
3818,12330,1,Face2Face_12330.jpg,Face2Face,1.0
3003,00940,1,Face2Face_00940_10.jpg,Face2Face,1.0
5549,02760,1,Deepfakes_02760_5.jpg,Deepfakes,1.0
518,01070,0,youtube_01070_12.jpg,youtube,1.0
1069,12330,0,actors_12330.jpg,actors,1.0
4833,03760,1,FaceSwap_03760.jpg,FaceSwap,1.0
652,00580,0,youtube_00580.jpg,youtube,1.0
361,02240,0,actors_02240.jpg,actors,1.0
1683,02130,0,actors_02130_3.jpg,actors,1.0
3171,12900,1,deepfakedetection_12900.jpg,deepfakedetection,1.0
1455,06840,0,youtube_06840_6.jpg,youtube,1.0
2533,17810,0,youtube_17810.jpg,youtube,1.0
306,01030,0,youtube_01030_10.jpg,youtube,1.0
487,04970,0,youtube_04970_7.jpg,youtube,1.0
5474,15680,1,Face2Face_15680.jpg,Face2Face,1.0
4540,05780,1,Face2Face_05780.jpg,Face2Face,1.0
121,03170,0,youtube_03170_2.jpg,youtube,1.0
5579,08740,1,Deepfakes_08740_2.jpg,Deepfakes,1.0
4267,01810,1,Deepfakes_01810_2.jpg,Deepfakes,1.0
5653,00590,1,Face2Face_00590_7.jpg,Face2Face,1.0
1866,07060,0,youtube_07060_5.jpg,youtube,1.0
4233,08710,1,Deepfakes_08710_2.jpg,Deepfakes,1.0
188,12370,0,youtube_12370.jpg,youtube,1.0
3894,02460,1,Deepfakes_02460_3.jpg,Deepfakes,1.0
5513,00000001900,1,Face2Face_00000001900.jpg,Face2Face,1.0
1791,06080,0,youtube_06080_2.jpg,youtube,1.0
4548,17500,1,Deepfakes_17500.jpg,Deepfakes,1.0
4059,03700,1,Deepfakes_03700_5.jpg,Deepfakes,1.0
24,07490,0,actors_07490_3.jpg,actors,1.0
3916,05540,1,Deepfakes_05540_6.jpg,Deepfakes,1.0
4652,06530,1,FaceShifter_06530.jpg,FaceShifter,1.0
4355,04440,1,deepfakedetection_04440.jpg,deepfakedetection,1.0
1413,11820,0,youtube_11820_3.jpg,youtube,1.0
1670,13710,0,youtube_13710_4.jpg,youtube,1.0
3721,05250,1,Face2Face_05250_6.jpg,Face2Face,1.0
1628,07330,0,youtube_07330_5.jpg,youtube,1.0
5989,06000,1,Deepfakes_06000_3.jpg,Deepfakes,1.0
2267,09830,0,actors_09830_2.jpg,actors,1.0
4551,01900,1,Deepfakes_01900_2.jpg,Deepfakes,1.0
2724,00080,0,youtube_00080_11.jpg,youtube,1.0
5665,08070,1,Face2Face_08070.jpg,Face2Face,1.0
148,12240,0,youtube_12240_4.jpg,youtube,1.0
45,03190,0,youtube_03190_12.jpg,youtube,1.0
4251,05010,1,Deepfakes_05010_8.jpg,Deepfakes,1.0
4561,01200,1,Face2Face_01200.jpg,Face2Face,1.0
1702,05630,0,actors_05630_2.jpg,actors,1.0
1754,02260,0,actors_02260.jpg,actors,1.0
5245,07630,1,deepfakedetection_07630.jpg,deepfakedetection,1.0
1404,01630,0,youtube_01630_8.jpg,youtube,1.0
3364,03420,1,Deepfakes_03420_3.jpg,Deepfakes,1.0
3437,06120,1,deepfakedetection_06120.jpg,deepfakedetection,1.0
795,11740,0,youtube_11740_2.jpg,youtube,1.0
1174,09260,0,youtube_09260.jpg,youtube,1.0
5161,06800,1,Deepfakes_06800_9.jpg,Deepfakes,1.0
4668,13610,1,Deepfakes_13610_2.jpg,Deepfakes,1.0
1039,06730,0,youtube_06730_5.jpg,youtube,1.0
1954,02290,0,youtube_02290_2.jpg,youtube,1.0
4190,02020,1,Face2Face_02020_2.jpg,Face2Face,1.0
1030,02160,0,actors_02160.jpg,actors,1.0
2667,12710,0,youtube_12710.jpg,youtube,1.0
5909,08900,1,Deepfakes_08900_2.jpg,Deepfakes,1.0
2687,03740,0,actors_03740_2.jpg,actors,1.0
1600,08680,0,actors_08680_3.jpg,actors,1.0
1905,14590,0,actors_14590_3.jpg,actors,1.0
1885,01430,0,youtube_01430_5.jpg,youtube,1.0
4078,16250,1,FaceShifter_16250.jpg,FaceShifter,1.0
1194,12940,0,youtube_12940_3.jpg,youtube,1.0
2541,04270,0,youtube_04270_10.jpg,youtube,1.0
1412,00020,0,youtube_00020_4.jpg,youtube,1.0
4762,04090,1,Face2Face_04090_3.jpg,Face2Face,1.0
5846,01420,1,Deepfakes_01420_5.jpg,Deepfakes,1.0
2086,00730,0,youtube_00730_2.jpg,youtube,1.0
4968,04140,1,Deepfakes_04140_3.jpg,Deepfakes,1.0
3092,01430,1,Deepfakes_01430_2.jpg,Deepfakes,1.0
967,05230,0,youtube_05230_8.jpg,youtube,1.0
5758,14500,1,Face2Face_14500.jpg,Face2Face,1.0
3334,04620,1,Deepfakes_04620_9.jpg,Deepfakes,1.0
182,12310,0,youtube_12310.jpg,youtube,1.0
2053,05730,0,actors_05730_2.jpg,actors,1.0
5157,02480,1,Face2Face_02480_2.jpg,Face2Face,1.0
5009,07350,1,Face2Face_07350_2.jpg,Face2Face,1.0
2557,01270,0,youtube_01270_7.jpg,youtube,1.0
3926,16000,1,Face2Face_16000.jpg,Face2Face,1.0
5725,06820,1,FaceSwap_06820.jpg,FaceSwap,1.0
1318,01610,0,youtube_01610_2.jpg,youtube,1.0
5544,01840,1,Deepfakes_01840.jpg,Deepfakes,1.0
3883,06600,1,Face2Face_06600.jpg,Face2Face,1.0
2314,00950,0,actors_00950_4.jpg,actors,1.0
3489,02700,1,Face2Face_02700_3.jpg,Face2Face,1.0
2991,01860,0,youtube_01860_9.jpg,youtube,1.0
4544,00160,1,Deepfakes_00160_8.jpg,Deepfakes,1.0
4784,02540,1,FaceShifter_02540.jpg,FaceShifter,1.0
4044,06200,1,Deepfakes_06200_2.jpg,Deepfakes,1.0
4545,13800,1,Deepfakes_13800_5.jpg,Deepfakes,1.0
4245,08050,1,deepfakedetection_08050.jpg,deepfakedetection,1.0
3816,12190,1,Deepfakes_12190.jpg,Deepfakes,1.0
2656,00120,0,youtube_00120_7.jpg,youtube,1.0
1212,05350,0,youtube_05350_2.jpg,youtube,1.0
3311,02890,1,Deepfakes_02890_5.jpg,Deepfakes,1.0
5251,11270,1,Deepfakes_11270_3.jpg,Deepfakes,1.0
3562,05290,1,Deepfakes_05290_9.jpg,Deepfakes,1.0
5781,01930,1,Deepfakes_01930_2.jpg,Deepfakes,1.0
3554,00050,1,Deepfakes_00050_2.jpg,Deepfakes,1.0
5623,00520,1,Deepfakes_00520.jpg,Deepfakes,1.0
1636,06120,0,youtube_06120_3.jpg,youtube,1.0
5647,15800,1,FaceShifter_15800.jpg,FaceShifter,1.0
1495,06770,0,actors_06770_3.jpg,actors,1.0
5628,05190,1,FaceShifter_05190.jpg,FaceShifter,1.0
690,00110,0,youtube_00110_5.jpg,youtube,1.0
3835,03710,1,Deepfakes_03710_5.jpg,Deepfakes,1.0
3372,07110,1,FaceShifter_07110.jpg,FaceShifter,1.0
3405,06140,1,FaceSwap_06140.jpg,FaceSwap,1.0
2563,08950,0,youtube_08950_2.jpg,youtube,1.0
5761,02510,1,Deepfakes_02510_8.jpg,Deepfakes,1.0
538,02600,0,youtube_02600_2.jpg,youtube,1.0
477,11360,0,actors_11360.jpg,actors,1.0
2252,06790,0,youtube_06790_2.jpg,youtube,1.0
5004,04860,1,Face2Face_04860_2.jpg,Face2Face,1.0
65,07650,0,actors_07650_3.jpg,actors,1.0
5314,12170,1,Face2Face_12170.jpg,Face2Face,1.0
5772,04270,1,Deepfakes_04270.jpg,Deepfakes,1.0
5370,00890,1,deepfakedetection_00890.jpg,deepfakedetection,1.0
537,08840,0,actors_08840_4.jpg,actors,1.0
1124,04540,0,youtube_04540.jpg,youtube,1.0
1532,04480,0,youtube_04480_9.jpg,youtube,1.0
1227,12700,0,youtube_12700_4.jpg,youtube,1.0
1164,06590,0,actors_06590_2.jpg,actors,1.0
2358,14010,0,actors_14010_3.jpg,actors,1.0
1211,12870,0,youtube_12870_5.jpg,youtube,1.0
408,17770,0,youtube_17770.jpg,youtube,1.0
5830,13900,1,Deepfakes_13900_3.jpg,Deepfakes,1.0
1288,04720,0,actors_04720_4.jpg,actors,1.0
622,12210,0,youtube_12210_4.jpg,youtube,1.0
290,01180,0,youtube_01180_11.jpg,youtube,1.0
5312,00210,1,Face2Face_00210_9.jpg,Face2Face,1.0
5929,07510,1,FaceShifter_07510.jpg,FaceShifter,1.0
3291,17280,1,FaceShifter_17280.jpg,FaceShifter,1.0
3175,09280,1,Face2Face_09280.jpg,Face2Face,1.0
3153,15270,1,deepfakedetection_15270.jpg,deepfakedetection,1.0
4962,04760,1,Deepfakes_04760_2.jpg,Deepfakes,1.0
4412,03840,1,deepfakedetection_03840.jpg,deepfakedetection,1.0
789,13670,0,youtube_13670_3.jpg,youtube,1.0
2221,04380,0,youtube_04380_2.jpg,youtube,1.0
3257,01490,1,Deepfakes_01490_2.jpg,Deepfakes,1.0
5810,04780,1,Face2Face_04780_2.jpg,Face2Face,1.0
4777,04180,1,Deepfakes_04180.jpg,Deepfakes,1.0
1904,02730,0,youtube_02730_9.jpg,youtube,1.0
29,10030,0,youtube_10030.jpg,youtube,1.0
4149,04440,1,Face2Face_04440.jpg,Face2Face,1.0
4058,15340,1,FaceShifter_15340.jpg,FaceShifter,1.0
895,03070,0,youtube_03070.jpg,youtube,1.0
5984,13340,1,FaceShifter_13340.jpg,FaceShifter,1.0
3524,13790,1,Face2Face_13790.jpg,Face2Face,1.0
5040,17540,1,FaceShifter_17540.jpg,FaceShifter,1.0
3675,00800,1,Deepfakes_00800_5.jpg,Deepfakes,1.0
5428,01280,1,FaceSwap_01280.jpg,FaceSwap,1.0
4329,02890,1,Deepfakes_02890_6.jpg,Deepfakes,1.0
3821,05940,1,Face2Face_05940_2.jpg,Face2Face,1.0
5030,00840,1,Face2Face_00840_5.jpg,Face2Face,1.0
4706,00230,1,Deepfakes_00230.jpg,Deepfakes,1.0
3979,01560,1,Face2Face_01560_2.jpg,Face2Face,1.0
737,13690,0,youtube_13690_3.jpg,youtube,1.0
4620,13370,1,Deepfakes_13370.jpg,Deepfakes,1.0
113,08220,0,youtube_08220_3.jpg,youtube,1.0
2453,11240,0,youtube_11240_4.jpg,youtube,1.0
835,00000005350,0,actors_00000005350_2.jpg,actors,1.0
2077,05050,0,youtube_05050_8.jpg,youtube,1.0
5723,08330,1,FaceShifter_08330.jpg,FaceShifter,1.0
3006,07320,1,Face2Face_07320_2.jpg,Face2Face,1.0
2310,06960,0,actors_06960.jpg,actors,1.0
447,17660,0,youtube_17660.jpg,youtube,1.0
1000,16840,0,youtube_16840.jpg,youtube,1.0
5707,12130,1,Deepfakes_12130_3.jpg,Deepfakes,1.0
5901,03570,1,Face2Face_03570_3.jpg,Face2Face,1.0
3783,03880,1,Face2Face_03880_2.jpg,Face2Face,1.0
471,01230,0,youtube_01230_2.jpg,youtube,1.0
3369,05430,1,Deepfakes_05430.jpg,Deepfakes,1.0
5292,02400,1,Deepfakes_02400.jpg,Deepfakes,1.0
353,11880,0,youtube_11880_6.jpg,youtube,1.0
1929,01340,0,youtube_01340_9.jpg,youtube,1.0
4430,04280,1,Deepfakes_04280_10.jpg,Deepfakes,1.0
5553,14450,1,FaceShifter_14450.jpg,FaceShifter,1.0
4232,16270,1,Face2Face_16270.jpg,Face2Face,1.0
1693,03950,0,youtube_03950_3.jpg,youtube,1.0
2567,06220,0,actors_06220.jpg,actors,1.0
2840,09220,0,youtube_09220_2.jpg,youtube,1.0
1126,04650,0,youtube_04650_3.jpg,youtube,1.0
5821,01080,1,Face2Face_01080_2.jpg,Face2Face,1.0
2462,05810,0,actors_05810_3.jpg,actors,1.0
90,11300,0,youtube_11300.jpg,youtube,1.0
3748,03900,1,Deepfakes_03900_6.jpg,Deepfakes,1.0
1313,00620,0,actors_00620_3.jpg,actors,1.0
